"","chr","start","end","strand","pvalue","qvalue","meth.diff","nearest_tss","nearest_gene"
"4520",17,20315470,20315470,"*",2.62122501763198e-05,5.66195178094339e-05,25.7483740362665,20300227,"ENSMUSG00000093401"
"4521",17,20315471,20315471,"*",1.05042844145771e-08,5.77432601686841e-08,32.4490908659887,20300227,"ENSMUSG00000093401"
"4522",17,20315550,20315550,"*",1.26971972131166e-08,6.82732415726487e-08,34.9137533437875,20300227,"ENSMUSG00000093401"
"4523",17,20315551,20315551,"*",8.46860532493687e-14,1.36541614845444e-12,39.2849162011173,20300227,"ENSMUSG00000093401"
"4524",17,20315559,20315559,"*",1.40380784129368e-11,1.44244340276599e-10,37.2392526754943,20300227,"ENSMUSG00000093401"
"4525",17,20315560,20315560,"*",2.2206903051268e-11,2.19428110100074e-10,32.7171465813485,20300227,"ENSMUSG00000093401"
"4526",17,20315710,20315710,"*",9.86279683263099e-13,1.29593252864212e-11,44.6101753032446,20300227,"ENSMUSG00000093401"
"4527",17,20315711,20315711,"*",3.0102780973943e-10,2.33500755409687e-09,41.9338739862757,20300227,"ENSMUSG00000093401"
"4528",17,20315744,20315744,"*",6.43380453446728e-14,1.07165771733281e-12,36.1068524970964,20300227,"ENSMUSG00000093401"
"4529",17,20315745,20315745,"*",1.41532515628615e-12,1.787584215913e-11,39.98753894081,20300227,"ENSMUSG00000093401"
"4531",17,20315813,20315813,"*",1.37970139902533e-13,2.14683610068183e-12,50.0814111261872,20300227,"ENSMUSG00000093401"
"4532",17,20315827,20315827,"*",0.000185681737866361,0.000304882666406654,46.7332123411978,20300227,"ENSMUSG00000093401"
"4533",17,20315828,20315828,"*",1.24922898655023e-12,1.60339725507578e-11,43.8933873144399,20300227,"ENSMUSG00000093401"
"4534",17,20315884,20315884,"*",9.87571269051465e-05,0.000177293641941569,43.3458646616541,20300227,"ENSMUSG00000093401"
"4535",17,20315885,20315885,"*",3.68570911218465e-15,7.70291428768592e-14,48.7815555231286,20300227,"ENSMUSG00000093401"
"4536",17,20315911,20315911,"*",1.66585074153972e-16,4.42496571558882e-15,44.2990654205607,20300227,"ENSMUSG00000093401"
"4537",17,20315912,20315912,"*",2.93535979676819e-22,1.72947134658158e-20,53.5483243348412,20300227,"ENSMUSG00000093401"
"4538",17,20315919,20315919,"*",4.71224372552714e-13,6.64071860007616e-12,40.9652076318743,20300227,"ENSMUSG00000093401"
"4539",17,20315920,20315920,"*",8.31238498303251e-19,3.15320841058309e-17,51.2688724702859,20300227,"ENSMUSG00000093401"
"4540",17,20315971,20315971,"*",1.90405142138324e-16,4.96248973565655e-15,43.6477617788226,20300227,"ENSMUSG00000093401"
"4541",17,20315972,20315972,"*",3.11808743162672e-10,2.40322890922429e-09,44.2229038854806,20300227,"ENSMUSG00000093401"
"4542",17,20316040,20316040,"*",7.27054871008557e-06,1.85134692931387e-05,25.6985055230669,20300227,"ENSMUSG00000093401"
"4543",17,20316041,20316041,"*",2.75900174235939e-10,2.16128701345661e-09,37.138400453772,20300227,"ENSMUSG00000093401"
"4544",17,20316130,20316130,"*",3.09301406608704e-10,2.38875035241652e-09,34.8458317472402,20300227,"ENSMUSG00000093401"
"4545",17,20316131,20316131,"*",1.05577222372621e-15,2.42623616740093e-14,47.1387163561077,20300227,"ENSMUSG00000093401"
"4546",17,20316332,20316332,"*",5.5359292098428e-11,5.01798317386628e-10,41.0795188251836,20300227,"ENSMUSG00000093401"
"4547",17,20316333,20316333,"*",1.80266625473948e-10,1.45748683448889e-09,33.9621707268766,20300227,"ENSMUSG00000093401"
"4548",17,20316580,20316580,"*",7.01691707033324e-09,4.01883108436531e-08,43.8053897630675,20300227,"ENSMUSG00000093401"
"4549",17,20316581,20316581,"*",7.58447764238077e-21,3.65264712640036e-19,53.441127694859,20300227,"ENSMUSG00000093401"
"4550",17,20316604,20316604,"*",1.93147549637773e-07,7.70412289085979e-07,37.3205741626794,20300227,"ENSMUSG00000093401"
"4551",17,20316605,20316605,"*",0.000429830184597432,0.000623751390212975,41.4942528735632,20300227,"ENSMUSG00000093401"
"4553",17,20316622,20316622,"*",5.89884649318982e-05,0.000113594707043664,36.8421052631579,20300227,"ENSMUSG00000093401"
"4554",17,20316710,20316710,"*",7.02299863625195e-14,1.15933765682531e-12,58.6486486486486,20300227,"ENSMUSG00000093401"
"4556",17,20316771,20316771,"*",1.78363100857602e-12,2.19763316699407e-11,58.4355828220859,20300227,"ENSMUSG00000093401"
"4557",17,20316772,20316772,"*",5.67167482409777e-16,1.35687615653447e-14,52.5,20300227,"ENSMUSG00000093401"
"4561",17,20316801,20316801,"*",3.28559033773995e-05,6.89400555975159e-05,34.5554035567715,20300227,"ENSMUSG00000093401"
"4562",17,20316804,20316804,"*",5.95306324239422e-11,5.36972454767839e-10,56.0032232070911,20300227,"ENSMUSG00000093401"
"4563",17,20316805,20316805,"*",5.9154516775284e-13,8.12947964253483e-12,44.0826996197719,20300227,"ENSMUSG00000093401"
"4564",17,20316862,20316862,"*",3.53957888781514e-05,7.33176943502206e-05,33.5106382978723,20300227,"ENSMUSG00000093401"
"4565",17,20316863,20316863,"*",4.16562137678408e-07,1.53140669114323e-06,40.282339383463,20300227,"ENSMUSG00000093401"
"4566",17,20317041,20317041,"*",1.3596665504339e-06,4.31659519202752e-06,39.6708425448293,20300227,"ENSMUSG00000093401"
"4567",17,20317042,20317042,"*",1.41856847596053e-11,1.45625938924978e-10,47.4163818991405,20300227,"ENSMUSG00000093401"
"4568",17,20317055,20317055,"*",1.0581825779651e-06,3.46165300236835e-06,29.8120873539868,20300227,"ENSMUSG00000093401"
"4569",17,20317056,20317056,"*",3.47881901101298e-09,2.15272563451541e-08,32.0910973084886,20300227,"ENSMUSG00000093401"
"4571",17,20317061,20317061,"*",1.01429885968925e-05,2.46761934110346e-05,35.0961538461538,20300227,"ENSMUSG00000093401"
"4572",17,20317076,20317076,"*",7.45427344107143e-12,8.0008384438292e-11,35.8121901428988,20300227,"ENSMUSG00000093401"
"4573",17,20317077,20317077,"*",1.95746059327629e-09,1.27993967234448e-08,35.9621303982837,20300227,"ENSMUSG00000093401"
"4576",17,20317090,20317090,"*",2.53609805286883e-07,9.80850698321038e-07,25.551948051948,20300227,"ENSMUSG00000093401"
"4579",17,20317093,20317093,"*",7.88654835622777e-05,0.000145886483995812,25.6572789925976,20300227,"ENSMUSG00000093401"
"4580",17,20317110,20317110,"*",5.17661137061407e-17,1.49712018781139e-15,46.4783950617284,20300227,"ENSMUSG00000093401"
"4581",17,20317111,20317111,"*",3.29850922279687e-10,2.53111937713616e-09,37.5975473801561,20300227,"ENSMUSG00000093401"
"4582",17,20317191,20317191,"*",1.76331124703472e-05,4.01885731181838e-05,25.1802325581395,20300227,"ENSMUSG00000093401"
"4584",17,20317258,20317258,"*",4.75123308760119e-14,8.18474667986047e-13,46.1772507411453,20300227,"ENSMUSG00000093401"
"4585",17,20317259,20317259,"*",1.58013290712723e-12,1.97101772783291e-11,39.4327894327894,20300227,"ENSMUSG00000093401"
"4586",17,20317418,20317418,"*",8.10446143747476e-26,7.35824439198819e-24,47.8629339811859,20334488,"ENSMUSG00000071276"
"4587",17,20317419,20317419,"*",1.95228591748812e-09,1.27806499918221e-08,40.768877424826,20334488,"ENSMUSG00000071276"
"4588",17,20317434,20317434,"*",1.6886521555047e-12,2.09928969210535e-11,36.1535636599904,20334488,"ENSMUSG00000071276"
"4589",17,20317435,20317435,"*",4.02968448824705e-08,1.89294118981838e-07,36.2565641410353,20334488,"ENSMUSG00000071276"
"4590",17,20317578,20317578,"*",3.60219986738149e-19,1.4404490963686e-17,57.5274725274725,20334488,"ENSMUSG00000071276"
"4591",17,20317579,20317579,"*",1.61272650802361e-16,4.30503996592935e-15,44.2084942084942,20334488,"ENSMUSG00000071276"
"4594",17,20317642,20317642,"*",0.000537186154578796,0.000757028349168366,38.4654471544715,20334488,"ENSMUSG00000071276"
"4595",17,20317643,20317643,"*",7.57781163648845e-05,0.000140833970884688,27.9523218961003,20334488,"ENSMUSG00000071276"
"4604",17,20318023,20318023,"*",0.000724949764158873,0.000977485274877206,31.0588235294118,20334488,"ENSMUSG00000071276"
"4617",17,20364974,20364974,"*",1.00579811735094e-07,4.29819089468021e-07,33.965844402277,20342811,"ENSMUSG00000117169"
"4620",17,20366254,20366254,"*",0.000142186968064365,0.000242040959283379,31.372286250335,20342811,"ENSMUSG00000117169"
"4622",17,20367195,20367195,"*",0.000226982587459797,0.000362174452021969,35.9543158357127,20342811,"ENSMUSG00000117169"
"4623",17,20367955,20367955,"*",6.44531408838833e-07,2.23311623169889e-06,30.7901740646701,20342811,"ENSMUSG00000117169"
"4628",17,20369360,20369360,"*",0.000161132392303379,0.000270139708482964,30.1902748414376,20342811,"ENSMUSG00000117169"
"4630",17,20369599,20369599,"*",8.3982706357532e-09,4.73375977690551e-08,47.7044476327116,20342811,"ENSMUSG00000117169"
"4632",17,20513125,20513125,"*",0.000272958400807369,0.000425063227037925,36.5322055953155,20505815,"ENSMUSG00000091656"
"4634",17,20548341,20548341,"*",1.32286336062855e-05,3.12829701446226e-05,30.6578947368421,20556670,"ENSMUSG00000093469"
"4636",17,20559933,20559933,"*",9.03647409843635e-05,0.000164088842598982,27.8536027449485,20556670,"ENSMUSG00000093469"
"4639",17,20560030,20560030,"*",4.79449954404929e-05,9.5345009230693e-05,36.3521416152995,20556670,"ENSMUSG00000093469"
"4640",17,20560031,20560031,"*",6.42088911719019e-08,2.87594735825617e-07,31.7835365853659,20556670,"ENSMUSG00000093469"
"4641",17,20560071,20560071,"*",1.47620904220746e-05,3.44604959183482e-05,28.9898820504221,20556670,"ENSMUSG00000093469"
"4644",17,20606371,20606371,"*",0.000372269505055344,0.000552157570736355,32.5255102040816,20599325,"ENSMUSG00000117018"
"4646",17,20607195,20607195,"*",1.25159490273052e-05,2.97756117353749e-05,40.1088929219601,20599325,"ENSMUSG00000117018"
"4654",17,20611295,20611295,"*",8.84344577245872e-08,3.83089869619625e-07,31.1891727493917,20599325,"ENSMUSG00000117018"
"4655",17,20611296,20611296,"*",3.56691476604414e-06,9.957055935173e-06,39.3809849521204,20599325,"ENSMUSG00000117018"
"4658",17,20611382,20611382,"*",1.17343124195277e-07,4.94398266604991e-07,25.3725563094464,20599325,"ENSMUSG00000117018"
"4659",17,20611383,20611383,"*",2.97223149965216e-08,1.44841520558269e-07,29.4846301058549,20599325,"ENSMUSG00000117018"
"4660",17,20611446,20611446,"*",1.4466345031415e-14,2.74382147341385e-13,34.6609767662399,20599325,"ENSMUSG00000117018"
"4661",17,20611447,20611447,"*",2.61690817681582e-16,6.60288666029503e-15,27.1047877145438,20599325,"ENSMUSG00000117018"
"4663",17,20611475,20611475,"*",3.75207833523675e-11,3.53149885638729e-10,26.9847979236188,20599325,"ENSMUSG00000117018"
"4664",17,20612458,20612458,"*",5.03134223976805e-05,9.92884420436637e-05,26.7195767195767,20625266,"ENSMUSG00000093729"
"4668",17,20615574,20615574,"*",7.42028134682209e-10,5.27210602670343e-09,42.6037195994278,20625266,"ENSMUSG00000093729"
"4692",17,20752822,20752822,"*",7.13651901891518e-07,2.43827842396521e-06,29.1365777080063,20785018,"ENSMUSG00000090572"
"4700",17,20850870,20850870,"*",7.17517405058092e-06,1.83042736496114e-05,37.9456706281834,20845139,"ENSMUSG00000060701"
"4702",17,20851226,20851226,"*",5.29131981061837e-12,5.89048167480395e-11,57.7660594439118,20845139,"ENSMUSG00000060701"
"4703",17,20851587,20851587,"*",3.32611321310328e-15,7.03097605941738e-14,30.4511278195489,20845139,"ENSMUSG00000060701"
"4704",17,20851594,20851594,"*",3.12057210124103e-18,1.08017500051897e-16,34.5252632084996,20845139,"ENSMUSG00000060701"
"4705",17,20851675,20851675,"*",1.79983584867917e-09,1.18738642709092e-08,27.2272493195027,20845139,"ENSMUSG00000060701"
"4706",17,20851738,20851738,"*",2.63597649183828e-06,7.65745769559729e-06,45.0980392156863,20845139,"ENSMUSG00000060701"
"4707",17,20851739,20851739,"*",3.24723087314398e-06,9.19676798060562e-06,27.0091396155058,20845139,"ENSMUSG00000060701"
"4709",17,20852255,20852255,"*",1.87038331041396e-05,4.22206037372598e-05,32.638783269962,20845139,"ENSMUSG00000060701"
"4710",17,20852459,20852459,"*",1.82711091539712e-05,4.14125956296577e-05,26.7670382714631,20845139,"ENSMUSG00000060701"
"4711",17,20852962,20852962,"*",1.2709858107244e-09,8.61585791917887e-09,39.9019607843137,20845139,"ENSMUSG00000060701"
"4713",17,20853201,20853201,"*",7.73567070643693e-07,2.62035480533565e-06,26.8968935888962,20845139,"ENSMUSG00000060701"
"4715",17,20854026,20854026,"*",8.84910417254196e-05,0.000161135551516748,34.3629343629344,20845139,"ENSMUSG00000060701"
"4716",17,20862232,20862232,"*",5.7197531191329e-10,4.15994184286476e-09,42.5101214574899,20845139,"ENSMUSG00000060701"
"4717",17,20862309,20862309,"*",1.6824983168276e-15,3.74980020374087e-14,50.5108151905869,20845139,"ENSMUSG00000060701"
"4718",17,20862393,20862393,"*",1.09742498590645e-06,3.57629683164427e-06,43.8218390804598,20845139,"ENSMUSG00000060701"
"4719",17,20862468,20862468,"*",0.000307407022820911,0.000469209223235843,36.3636363636364,20845139,"ENSMUSG00000060701"
"4720",17,20862469,20862469,"*",1.07150457415967e-06,3.49903320941403e-06,38.3883437407077,20845139,"ENSMUSG00000060701"
"4725",17,20863113,20863113,"*",7.12550841740208e-05,0.000133661347196876,36.5076299014873,20845139,"ENSMUSG00000060701"
"4726",17,20863177,20863177,"*",1.17969105658728e-14,2.27253364097526e-13,52.6185770750988,20845139,"ENSMUSG00000060701"
"4727",17,20864400,20864400,"*",1.76387392792316e-12,2.18239061701911e-11,47.9714943044723,20881820,"ENSMUSG00000117295"
"4728",17,20864458,20864458,"*",0.000103466163037646,0.00018404726023326,32.8947368421053,20881820,"ENSMUSG00000117295"
"4730",17,20864640,20864640,"*",5.59939091110685e-10,4.08581684965099e-09,46.5168539325843,20881820,"ENSMUSG00000117295"
"4731",17,20923499,20923499,"*",1.90205724979159e-12,2.33058546042668e-11,56.3915646966936,20903105,"ENSMUSG00000042848"
"4732",17,20923729,20923729,"*",7.36826604012233e-13,9.88086872779837e-12,78.2700421940928,20903105,"ENSMUSG00000042848"
"4733",17,20926480,20926480,"*",3.70854589583211e-16,9.2104039520821e-15,51.6819221967963,20903105,"ENSMUSG00000042848"
"4734",17,20926598,20926598,"*",2.2090517160421e-18,7.91876185609507e-17,57.8947368421053,20903105,"ENSMUSG00000042848"
"4735",17,20926733,20926733,"*",1.37057721621155e-15,3.09194595790875e-14,60.6451612903226,20950105,"ENSMUSG00000067951"
"4736",17,20926802,20926802,"*",2.90167135488742e-22,1.71876497293724e-20,56.9309875913649,20950105,"ENSMUSG00000067951"
"4737",17,20926859,20926859,"*",1.06317938659956e-11,1.11519935138314e-10,54.8493876199934,20950105,"ENSMUSG00000067951"
"4738",17,20926888,20926888,"*",1.2012782275721e-06,3.86358384697657e-06,40.2468591580339,20950105,"ENSMUSG00000067951"
"4739",17,20926913,20926913,"*",6.1829920918918e-12,6.7541486502419e-11,59.9702380952381,20950105,"ENSMUSG00000067951"
"4741",17,20926977,20926977,"*",9.59453036712911e-16,2.22374531475599e-14,53.1851851851852,20950105,"ENSMUSG00000067951"
"4742",17,20926991,20926991,"*",1.11697967901808e-09,7.66094993385119e-09,41.218585622443,20950105,"ENSMUSG00000067951"
"4743",17,20927077,20927077,"*",1.04406955140056e-06,3.4235735612772e-06,42.3147754639467,20950105,"ENSMUSG00000067951"
"4745",17,20927160,20927160,"*",2.66702594455887e-12,3.17653884500457e-11,49.3479688526128,20950105,"ENSMUSG00000067951"
"4746",17,20927164,20927164,"*",6.06324512387698e-11,5.45578128718749e-10,44.973544973545,20950105,"ENSMUSG00000067951"
"4747",17,20928004,20928004,"*",0.000328365983413057,0.000496208346056598,70.1680672268908,20950105,"ENSMUSG00000067951"
"4748",17,20928118,20928118,"*",8.1477594340106e-18,2.65303033184813e-16,65.2272727272727,20950105,"ENSMUSG00000067951"
"4749",17,20928151,20928151,"*",4.72057317359998e-05,9.40633108156596e-05,57.2403128979443,20950105,"ENSMUSG00000067951"
"4750",17,20929396,20929396,"*",2.24141606487681e-07,8.7853729274893e-07,59.7069597069597,20950105,"ENSMUSG00000067951"
"4751",17,20929608,20929608,"*",1.24520045656414e-06,3.99209711898897e-06,65.7182999648753,20950105,"ENSMUSG00000067951"
"4752",17,20929638,20929638,"*",5.77979608840489e-12,6.35128883294864e-11,67.2651254303984,20950105,"ENSMUSG00000067951"
"4756",17,20936012,20936012,"*",1.65848997792828e-06,5.12000394659056e-06,35.6818181818182,20950105,"ENSMUSG00000067951"
"4763",17,20936190,20936190,"*",5.91860761479259e-09,3.45773012909722e-08,30.6891833501368,20950105,"ENSMUSG00000067951"
"4764",17,20936191,20936191,"*",1.94538533042501e-05,4.35761863378257e-05,37.0833333333333,20950105,"ENSMUSG00000067951"
"4787",17,20967855,20967855,"*",9.236150744892e-05,0.000167275915096726,33.1895777178796,20950105,"ENSMUSG00000067951"
"4883",17,20972408,20972408,"*",0.000354564596561786,0.00052937067136234,27.1886681093842,20950105,"ENSMUSG00000067951"
"4885",17,20972494,20972494,"*",4.20817042562612e-09,2.54852849069051e-08,26.1407553054444,20950105,"ENSMUSG00000067951"
"4886",17,20972570,20972570,"*",3.90884259397898e-06,1.07945712870833e-05,29.6283590623213,20950105,"ENSMUSG00000067951"
"4887",17,20972605,20972605,"*",7.77539491735892e-05,0.000143974615145377,29.5652173913044,20950105,"ENSMUSG00000067951"
"4890",17,20972807,20972807,"*",3.64443362564408e-09,2.24019145865554e-08,27.0813243330119,20950105,"ENSMUSG00000067951"
"4891",17,20972808,20972808,"*",0.000172954786781825,0.000287088534458319,26.4285714285714,20950105,"ENSMUSG00000067951"
"4895",17,20972874,20972874,"*",2.08392322567322e-05,4.62769948459626e-05,25.8717948717949,20950105,"ENSMUSG00000067951"
"4897",17,20972899,20972899,"*",4.17509891703862e-06,1.14442621504159e-05,29.2836992518091,20950105,"ENSMUSG00000067951"
"4901",17,20972979,20972979,"*",7.15883719392107e-11,6.30335436732694e-10,28.3766233766234,20950105,"ENSMUSG00000067951"
"4905",17,20973025,20973025,"*",1.00024707165589e-05,2.43771696458818e-05,25.221150482283,20950105,"ENSMUSG00000067951"
"4906",17,20973039,20973039,"*",9.40227640047933e-11,8.09845035310684e-10,26.9469484261859,20950105,"ENSMUSG00000067951"
"4911",17,20973117,20973117,"*",0.000146587991033264,0.000248615721234933,38.1317396388203,20950105,"ENSMUSG00000067951"
"4918",17,20973293,20973293,"*",0.000181036088112787,0.000298360371962111,25.523850389759,20950105,"ENSMUSG00000067951"
"4919",17,20973300,20973300,"*",2.66354507815998e-05,5.74216714507791e-05,30.9427609427609,20950105,"ENSMUSG00000067951"
"4921",17,20975194,20975194,"*",9.24096062242787e-05,0.000167308315103791,26.751901602201,20950105,"ENSMUSG00000067951"
"4926",17,21023157,21023157,"*",9.86199856632364e-10,6.8346295197257e-09,41.5873015873016,21031817,"ENSMUSG00000117148"
"4927",17,21023221,21023221,"*",2.81393421988471e-07,1.07553720575382e-06,39.3423416386784,21031817,"ENSMUSG00000117148"
"4929",17,21023737,21023737,"*",3.83119644811504e-07,1.41882191200922e-06,27.7740196379887,21031817,"ENSMUSG00000117148"
"4931",17,21023941,21023941,"*",0.000158996221205869,0.000267043420106427,30.0865285385409,21031817,"ENSMUSG00000117148"
"4934",17,21024270,21024270,"*",1.7453649825949e-10,1.41632684130219e-09,32.6572814761791,21031817,"ENSMUSG00000117148"
"4935",17,21024444,21024444,"*",4.94664318145965e-05,9.79310412370931e-05,66.2464985994398,21031817,"ENSMUSG00000117148"
"4936",17,21024445,21024445,"*",3.1678484847227e-12,3.70922470536127e-11,56.7398119122257,21031817,"ENSMUSG00000117148"
"4939",17,21036304,21036304,"*",4.98654079718258e-05,9.85623678949388e-05,33.5284280936455,21031817,"ENSMUSG00000117148"
"4945",17,21056817,21056817,"*",0.000211505857231647,0.000340421992363869,39.7342995169082,21060706,"ENSMUSG00000045417"
"4949",17,21080814,21080814,"*",3.78772801044598e-06,1.04967418352425e-05,34.2648678414097,21060706,"ENSMUSG00000045417"
"4950",17,21080994,21080994,"*",5.55192052630495e-05,0.000107870347640265,46.1512605042017,21060706,"ENSMUSG00000045417"
"4951",17,21081317,21081317,"*",0.000239245778272517,0.000378785280482624,32.484243697479,21060706,"ENSMUSG00000045417"
"4952",17,21081758,21081758,"*",6.20714676362184e-11,5.56717579341072e-10,42.4238142339033,21060706,"ENSMUSG00000045417"
"4954",17,21081761,21081761,"*",4.05577273179742e-05,8.25211692885358e-05,29.1702604795584,21060706,"ENSMUSG00000045417"
"4956",17,21081893,21081893,"*",5.5690403801073e-12,6.15633896701812e-11,39.6771037181996,21060706,"ENSMUSG00000045417"
"4959",17,21082275,21082275,"*",7.82404529941384e-06,1.97368480592186e-05,37.6262626262626,21060706,"ENSMUSG00000045417"
"4961",17,21082420,21082420,"*",1.64896638026084e-08,8.56711268815262e-08,30.9396966333703,21060706,"ENSMUSG00000045417"
"4962",17,21082454,21082454,"*",1.15552027409366e-08,6.28960012115711e-08,39.4810092484511,21060706,"ENSMUSG00000045417"
"4965",17,21082787,21082787,"*",5.45698537283937e-08,2.47422506025159e-07,29.1820413069975,21060706,"ENSMUSG00000045417"
"4966",17,21082788,21082788,"*",5.8248040696766e-07,2.04823907146859e-06,30.2732534661462,21060706,"ENSMUSG00000045417"
"4967",17,21083144,21083144,"*",5.03526415598311e-06,1.34427679819108e-05,34.5194805194805,21060706,"ENSMUSG00000045417"
"4968",17,21083221,21083221,"*",0.000183327788762943,0.000301688383666008,28.265464280682,21060706,"ENSMUSG00000045417"
"4973",17,21083822,21083822,"*",4.71901053864565e-08,2.17523937022935e-07,38.5121951219512,21060706,"ENSMUSG00000045417"
"4991",17,21156150,21156150,"*",1.11702913307947e-06,3.62844044877481e-06,38.7525150905433,21153872,"ENSMUSG00000067949"
"4992",17,21156185,21156185,"*",0.000130193807918759,0.000224663661404902,33.1384615384615,21153872,"ENSMUSG00000067949"
"4993",17,21163405,21163405,"*",6.95520555402579e-10,4.97036348576101e-09,37.3071528751753,21165411,"ENSMUSG00000116974"
"4995",17,21163545,21163545,"*",4.25450899678027e-06,1.16245347650089e-05,36.3187855787476,21165411,"ENSMUSG00000116974"
"4997",17,21163601,21163601,"*",0.000683190206935053,0.000928183980617316,38.5849263898044,21165411,"ENSMUSG00000116974"
"4998",17,21163602,21163602,"*",2.57161677882219e-07,9.93200620825475e-07,46.1059190031153,21165411,"ENSMUSG00000116974"
"4999",17,21192278,21192278,"*",7.06838367659515e-14,1.16509334305628e-12,67.2722868217054,21189746,"ENSMUSG00000093429"
"5000",17,21192304,21192304,"*",1.14873547997065e-08,6.26190118434332e-08,46.0504201680672,21189746,"ENSMUSG00000093429"
"5001",17,21192346,21192346,"*",5.16668550794906e-14,8.76308627003765e-13,57.2222222222222,21189746,"ENSMUSG00000093429"
"5002",17,21192398,21192398,"*",2.14344399246067e-16,5.50864453017516e-15,50.3415110119877,21189746,"ENSMUSG00000093429"
"5004",17,21192420,21192420,"*",4.96559996515891e-08,2.27753192253531e-07,44.8803505224132,21189746,"ENSMUSG00000093429"
"5006",17,21192465,21192465,"*",1.21562715856895e-12,1.56571178889999e-11,62.649053074585,21189746,"ENSMUSG00000093429"
"5007",17,21192466,21192466,"*",1.7303129611185e-11,1.74873493203832e-10,48.5406698564593,21189746,"ENSMUSG00000093429"
"5008",17,21192510,21192510,"*",0.000562476707602527,0.000787160879474813,35.7722007722008,21189746,"ENSMUSG00000093429"
"5010",17,21192562,21192562,"*",6.66464542568195e-13,9.06906516844047e-12,42.5378787878788,21189746,"ENSMUSG00000093429"
"5011",17,21192564,21192564,"*",5.42122047612557e-05,0.00010560879644769,38.7900223380491,21189746,"ENSMUSG00000093429"
"5013",17,21192704,21192704,"*",5.86640236264764e-10,4.26100341093592e-09,37.7600641700506,21189746,"ENSMUSG00000093429"
"5014",17,21192808,21192808,"*",1.46457920882055e-10,1.20704503649512e-09,52.5842044134727,21189746,"ENSMUSG00000093429"
"5015",17,21192809,21192809,"*",3.7200264918833e-09,2.2778092091659e-08,41.5676615473776,21189746,"ENSMUSG00000093429"
"5016",17,21192861,21192861,"*",5.9774800783792e-13,8.2045446210682e-12,53.7963572525785,21189746,"ENSMUSG00000093429"
"5017",17,21192862,21192862,"*",2.46857357263607e-11,2.42407947485864e-10,54.3650793650794,21189746,"ENSMUSG00000093429"
"5018",17,21192884,21192884,"*",5.72931453558553e-08,2.58605636034626e-07,46.8725868725869,21189746,"ENSMUSG00000093429"
"5019",17,21192885,21192885,"*",0.00014372429403243,0.000244170092089005,52.2916666666667,21189746,"ENSMUSG00000093429"
"5020",17,21192899,21192899,"*",0.000547634466109398,0.000769403285082994,60.2907689612892,21189746,"ENSMUSG00000093429"
"5021",17,21198954,21198954,"*",1.1935551107903e-09,8.14387993192235e-09,54.0296052631579,21189746,"ENSMUSG00000093429"
"5022",17,21198966,21198966,"*",2.32569956148248e-07,9.08999498700913e-07,43.8967136150235,21189746,"ENSMUSG00000093429"
"5023",17,21198985,21198985,"*",1.78334671854726e-06,5.46131412210349e-06,39.7771317829457,21189746,"ENSMUSG00000093429"
"5024",17,21198995,21198995,"*",2.11162599157377e-12,2.55347378738462e-11,52.8941477454429,21189746,"ENSMUSG00000093429"
"5026",17,21199336,21199336,"*",1.8730119650585e-05,4.22490374459666e-05,48.7280701754386,21189746,"ENSMUSG00000093429"
"5027",17,21199658,21199658,"*",6.74984277175834e-06,1.73591582994281e-05,50.0967117988395,21189746,"ENSMUSG00000093429"
"5028",17,21199692,21199692,"*",6.56358148031507e-07,2.26558855701348e-06,52.9088050314465,21189746,"ENSMUSG00000093429"
"5029",17,21199721,21199721,"*",1.05744877043501e-07,4.50154838961821e-07,53.4060846560847,21189746,"ENSMUSG00000093429"
"5030",17,21199773,21199773,"*",3.20260754047823e-06,9.09363775677335e-06,45.0418160095579,21189746,"ENSMUSG00000093429"
"5033",17,21199976,21199976,"*",2.23777450233622e-09,1.44784622927044e-08,68.5758835758836,21189746,"ENSMUSG00000093429"
"5034",17,21200006,21200006,"*",1.24385178161067e-10,1.03670103054625e-09,51.3213172516601,21189746,"ENSMUSG00000093429"
"5036",17,21202357,21202357,"*",1.10233655172754e-05,2.65439930595522e-05,35.2777777777778,21189746,"ENSMUSG00000093429"
"5041",17,21207119,21207119,"*",0.000249838094676859,0.000393121964980502,34.0858416945374,21216726,"ENSMUSG00000045575"
"5044",17,21209164,21209164,"*",3.5585829958809e-08,1.69391102456409e-07,31.9444444444444,21216726,"ENSMUSG00000045575"
"5045",17,21209217,21209217,"*",2.94434718780182e-06,8.44715758939233e-06,47.4969474969475,21216726,"ENSMUSG00000045575"
"5046",17,21209218,21209218,"*",3.3009794548887e-05,6.91843250364633e-05,31.4505776636714,21216726,"ENSMUSG00000045575"
"5047",17,21209225,21209225,"*",0.000496562643336198,0.000707248156219946,26.6406757634828,21216726,"ENSMUSG00000045575"
"5049",17,21209231,21209231,"*",1.20181195347077e-09,8.19205826685579e-09,44.1110672456902,21216726,"ENSMUSG00000045575"
"5050",17,21209271,21209271,"*",4.98620029778345e-08,2.28319881616786e-07,54.4474393530997,21216726,"ENSMUSG00000045575"
"5052",17,21209904,21209904,"*",6.72466248571173e-06,1.73064546124151e-05,30.1158301158301,21216726,"ENSMUSG00000045575"
"5053",17,21209910,21209910,"*",2.56398864803411e-08,1.26901407934799e-07,39.198606271777,21216726,"ENSMUSG00000045575"
"5054",17,21209927,21209927,"*",7.01890929373379e-06,1.79635536983377e-05,36.0124549965943,21216726,"ENSMUSG00000045575"
